Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37,No,Travel_Rarely,Research & Development,14,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,3,3,18,2,18,7,12,17
40,No,Travel_Rarely,Sales,2,2,Marketing,4,Female,46,3,2,Sales Executive,2,Divorced,5715,3,3,8,3,5,4,1,3
42,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,3,2,8,3,5,2,1,2
37,No,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,4197,3,4,18,2,1,0,0,1
43,No,Travel_Rarely,Research & Development,12,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,14336,3,3,25,3,25,10,3,9
40,No,Travel_Rarely,Research & Development,2,3,Medical,2,Female,78,2,2,Laboratory Technician,3,Married,3448,4,2,20,3,1,0,0,0
54,No,Travel_Rarely,Research & Development,5,2,Medical,1,Male,86,3,5,Research Director,1,Married,19406,3,3,24,2,4,2,1,2
34,No,Non-Travel,Sales,4,4,Marketing,3,Female,72,3,2,Sales Executive,3,Married,6538,3,1,6,3,3,2,1,2
31,No,Travel_Rarely,Research & Development,7,2,Medical,2,Female,31,3,2,Manufacturing Director,1,Married,4306,3,2,13,1,13,10,3,12
43,No,Travel_Frequently,Research & Development,21,3,Medical,4,Male,61,3,1,Laboratory Technician,4,Married,2258,4,1,8,3,3,2,1,2
43,No,Travel_Rarely,Research & Development,8,4,Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,3,4,8,3,5,2,0,2
25,No,Travel_Rarely,Sales,4,2,Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,4487,3,2,5,3,5,4,1,3
37,No,Non-Travel,Research & Development,25,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,4449,3,1,15,3,13,11,10,7
31,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,2218,3,3,4,3,4,2,3,2
39,No,Travel_Frequently,Research & Development,1,1,Life Sciences,2,Male,52,3,5,Manager,3,Divorced,19197,3,3,21,3,21,8,1,6
56,No,Travel_Frequently,Sales,6,3,Life Sciences,3,Female,86,4,4,Sales Executive,1,Married,13212,3,4,36,2,7,7,7,7
30,No,Travel_Rarely,Sales,12,3,Technical Degree,2,Female,83,3,2,Sales Executive,3,Single,6577,3,2,6,3,5,4,4,4
41,No,Travel_Rarely,Sales,1,3,Marketing,2,Male,49,4,3,Sales Executive,1,Married,8392,3,3,10,3,10,7,0,7
28,No,Travel_Rarely,Research & Development,17,2,Medical,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,3,4,10,3,10,0,1,8
25,Yes,Travel_Rarely,Research & Development,3,3,Medical,1,Male,91,3,1,Laboratory Technician,1,Married,4031,3,3,6,3,2,2,0,2
52,No,Travel_Rarely,Research & Development,3,3,Medical,4,Male,39,2,3,Manufacturing Director,3,Married,7969,3,3,28,3,5,4,0,4
45,No,Travel_Rarely,Research & Development,10,2,Life Sciences,1,Male,69,3,1,Research Scientist,4,Married,2654,4,4,8,2,2,2,0,2
52,No,Travel_Rarely,Research & Development,4,2,Life Sciences,4,Female,30,3,4,Manager,4,Married,16555,3,4,31,1,5,2,1,4
42,No,Travel_Frequently,Research & Development,29,2,Life Sciences,1,Female,92,3,2,Research Scientist,3,Divorced,4556,3,2,19,3,5,4,0,2
30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,6091,4,3,11,3,5,4,0,2
60,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Female,41,3,5,Manager,1,Married,19566,3,4,33,1,29,8,11,10
46,No,Travel_Rarely,Research & Development,18,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,3,3,19,2,10,7,0,8
42,No,Travel_Frequently,Research & Development,28,4,Technical Degree,4,Female,88,2,2,Healthcare Representative,4,Married,4523,3,4,7,4,6,5,0,4
24,Yes,Travel_Rarely,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,3202,3,2,6,3,5,3,1,4
34,Yes,Travel_Frequently,Sales,6,2,Marketing,4,Female,33,1,1,Sales Representative,3,Divorced,2351,3,4,3,2,2,2,1,0
38,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,1702,4,3,1,3,1,0,0,0
40,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,18041,3,4,21,3,20,15,1,12
26,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,2886,4,2,3,1,3,2,0,2
30,No,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,2097,3,3,9,1,5,3,1,4
29,No,Travel_Rarely,Research & Development,3,4,Medical,2,Male,93,2,3,Research Director,3,Married,11935,3,3,10,3,10,2,0,7
29,Yes,Travel_Rarely,Research & Development,25,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,2546,3,2,6,4,2,2,1,1
19,Yes,Travel_Rarely,Human Resources,2,2,Technical Degree,1,Male,52,2,1,Human Resources,4,Single,2564,3,3,1,4,1,0,0,0
30,No,Non-Travel,Sales,22,4,Other,3,Female,69,3,3,Sales Executive,1,Married,8412,3,3,10,3,9,8,7,8
57,No,Travel_Rarely,Sales,29,3,Marketing,1,Male,56,2,4,Manager,4,Divorced,14118,3,3,32,2,1,0,0,0
50,No,Travel_Rarely,Research & Development,29,4,Life Sciences,2,Male,88,2,4,Manager,3,Married,17046,3,2,28,3,27,10,15,7
30,No,Non-Travel,Research & Development,2,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,2564,3,3,12,2,11,7,6,7
60,No,Travel_Frequently,Sales,28,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,10266,3,4,22,4,18,13,13,11
47,No,Travel_Rarely,Research & Development,2,2,Medical,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,3,3,20,3,5,0,0,4
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,17861,3,3,26,1,3,2,0,1
35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,4,Male,46,1,1,Laboratory Technician,3,Single,4230,3,3,6,3,5,4,4,3
54,No,Travel_Rarely,Research & Development,8,4,Life Sciences,3,Female,42,3,2,Laboratory Technician,3,Single,3780,3,3,19,3,1,0,0,0
34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,62,2,1,Research Scientist,3,Divorced,2768,3,3,14,3,7,3,5,7
46,No,Travel_Rarely,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,9071,3,3,15,3,3,2,1,2
31,No,Travel_Rarely,Research & Development,9,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,4,4,13,4,13,8,0,8
33,Yes,Travel_Rarely,Research & Development,15,1,Medical,2,Male,56,3,3,Manager,3,Married,13610,3,4,15,4,7,6,7,7
33,Yes,Travel_Rarely,Research & Development,10,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,3,1,8,3,4,3,1,3
30,No,Travel_Rarely,Sales,7,1,Marketing,4,Male,57,3,1,Sales Representative,2,Single,2983,3,1,4,3,3,2,1,2
35,No,Travel_Rarely,Research & Development,16,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,7632,3,3,10,3,8,7,0,0
31,Yes,Travel_Frequently,Research & Development,20,3,Life Sciences,1,Male,66,3,3,Healthcare Representative,3,Married,9824,3,1,12,3,1,0,0,0
34,Yes,Travel_Frequently,Human Resources,23,3,Human Resources,2,Female,43,3,3,Human Resources,1,Divorced,9950,3,3,11,3,3,2,0,2
42,No,Travel_Frequently,Research & Development,5,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,2093,3,4,8,3,2,2,2,0
36,No,Non-Travel,Sales,10,4,Medical,2,Male,32,3,3,Sales Executive,4,Single,9980,3,4,10,2,10,3,9,7
22,Yes,Travel_Frequently,Research & Development,4,1,Technical Degree,3,Male,99,2,1,Laboratory Technician,3,Single,3894,3,3,4,3,2,2,1,2
48,No,Travel_Rarely,Sales,2,5,Marketing,2,Female,37,3,2,Sales Executive,4,Married,4051,3,1,14,3,9,7,6,7
55,No,Travel_Rarely,Sales,18,5,Life Sciences,1,Female,83,3,4,Manager,2,Single,16835,4,4,37,3,10,9,7,7
41,No,Non-Travel,Sales,10,2,Life Sciences,4,Male,56,3,2,Sales Executive,4,Single,6230,3,4,16,3,14,3,1,10
35,No,Travel_Rarely,Sales,1,3,Marketing,2,Male,85,3,2,Sales Executive,3,Married,4717,3,3,15,3,11,9,6,9
40,No,Travel_Rarely,Research & Development,6,3,Life Sciences,2,Female,75,3,4,Manufacturing Director,3,Single,13237,3,3,22,3,20,6,5,13
39,No,Travel_Frequently,Research & Development,8,1,Life Sciences,3,Female,48,3,1,Laboratory Technician,3,Married,3755,3,1,8,3,8,3,0,7
31,No,Travel_Rarely,Sales,2,1,Life Sciences,2,Male,77,3,2,Sales Executive,4,Single,6582,3,3,10,4,6,5,0,5
42,No,Travel_Rarely,Research & Development,24,3,Medical,4,Male,56,3,3,Manufacturing Director,1,Married,7406,4,4,10,2,10,9,5,8
45,No,Travel_Rarely,Sales,2,3,Other,4,Male,61,3,2,Sales Executive,2,Married,4805,3,2,9,4,8,7,3,7
26,Yes,Travel_Frequently,Human Resources,17,4,Life Sciences,2,Female,58,3,1,Human Resources,3,Divorced,2741,3,2,8,2,7,7,1,0
29,No,Travel_Rarely,Research & Development,19,3,Technical Degree,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,3,2,8,4,3,2,1,2
33,No,Travel_Rarely,Research & Development,1,5,Medical,1,Female,95,4,4,Research Director,3,Divorced,16184,3,3,10,3,6,1,0,5
31,No,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,44,2,3,Manager,4,Divorced,11557,4,3,10,2,5,4,0,1
18,Yes,Travel_Frequently,Sales,5,3,Marketing,2,Male,69,3,1,Sales Representative,2,Single,1878,3,4,0,3,0,0,0,0
40,No,Non-Travel,Sales,28,3,Other,3,Male,58,1,3,Sales Executive,1,Divorced,10932,3,3,20,3,1,0,0,1
41,No,Non-Travel,Research & Development,2,4,Other,1,Female,62,2,2,Healthcare Representative,3,Single,6811,3,1,10,3,8,7,0,7
26,No,Travel_Rarely,Sales,29,2,Medical,1,Male,45,3,2,Sales Executive,3,Divorced,4306,3,1,8,3,0,0,0,0
35,No,Travel_Rarely,Sales,1,3,Medical,1,Female,80,3,2,Sales Executive,3,Single,4859,3,4,5,3,5,4,0,3
34,No,Travel_Rarely,Sales,21,4,Life Sciences,4,Male,74,4,2,Sales Executive,4,Single,5337,3,4,10,3,10,7,5,7
26,Yes,Travel_Rarely,Research & Development,24,3,Technical Degree,3,Male,66,1,1,Laboratory Technician,4,Single,2340,3,2,1,1,1,0,0,0
37,No,Travel_Rarely,Research & Development,1,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,7491,3,4,12,4,6,5,1,2
46,No,Travel_Frequently,Research & Development,18,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,10527,3,4,28,2,2,2,1,2
41,No,Travel_Rarely,Sales,2,5,Life Sciences,2,Female,91,3,4,Manager,1,Married,16595,3,2,22,3,18,16,11,8
37,No,Non-Travel,Sales,9,4,Medical,1,Male,69,3,3,Sales Executive,2,Divorced,8834,3,4,9,3,9,5,7,7
52,No,Travel_Rarely,Research & Development,6,2,Technical Degree,4,Male,78,3,2,Research Scientist,1,Divorced,5577,3,2,18,3,10,9,6,9
32,Yes,Non-Travel,Sales,11,4,Other,4,Male,60,4,2,Sales Executive,3,Married,4707,3,4,6,3,4,2,1,2
24,No,Travel_Frequently,Sales,24,3,Medical,4,Male,38,3,1,Sales Representative,4,Married,2400,3,3,3,3,2,2,2,1
38,No,Travel_Rarely,Research & Development,10,3,Medical,3,Female,76,3,2,Healthcare Representative,3,Married,9824,3,3,18,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,65,3,2,Manufacturing Director,2,Married,6447,3,2,8,2,6,5,4,3
49,No,Travel_Rarely,Research & Development,18,4,Life Sciences,4,Male,58,2,5,Research Director,3,Divorced,19502,3,3,31,3,31,9,0,9
24,No,Travel_Rarely,Research & Development,23,3,Medical,2,Male,89,4,1,Research Scientist,4,Married,2725,3,2,6,3,6,5,1,4
26,No,Travel_Rarely,Sales,28,2,Marketing,1,Male,66,3,2,Sales Executive,2,Married,6272,4,4,6,4,5,3,1,4
24,No,Travel_Rarely,Research & Development,17,2,Other,4,Male,94,2,1,Laboratory Technician,2,Married,2127,4,4,1,3,1,0,0,0
50,No,Travel_Frequently,Human Resources,3,3,Medical,1,Male,99,3,5,Manager,2,Married,18200,3,3,32,3,32,5,10,7
25,No,Travel_Rarely,Sales,13,1,Medical,2,Male,40,3,1,Sales Representative,3,Married,2096,3,3,7,3,7,4,0,6
24,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Female,55,3,1,Laboratory Technician,3,Married,2886,3,4,6,3,6,3,1,2
30,Yes,Travel_Frequently,Sales,12,4,Life Sciences,2,Male,74,2,1,Sales Representative,1,Married,2033,3,3,1,4,1,0,0,0
34,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,83,2,1,Research Scientist,4,Married,3622,3,4,6,3,6,5,1,3
31,Yes,Travel_Rarely,Sales,13,4,Medical,2,Male,46,3,2,Sales Executive,1,Divorced,4233,3,3,9,1,3,1,1,2
35,No,Travel_Rarely,Research & Development,25,2,Other,1,Male,54,2,2,Laboratory Technician,4,Single,3681,3,4,9,3,3,2,0,2
31,No,Travel_Rarely,Sales,6,4,Medical,1,Male,66,4,2,Sales Executive,4,Divorced,5460,4,4,13,4,7,7,5,7
27,No,Travel_Rarely,Research & Development,6,4,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2187,3,3,6,2,5,3,0,3
37,No,Travel_Rarely,Sales,2,3,Marketing,4,Male,75,3,2,Sales Executive,3,Married,9602,3,3,17,2,3,0,1,0
20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,83,2,1,Research Scientist,2,Single,2836,3,4,1,4,1,0,0,0
42,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,81,3,2,Healthcare Representative,4,Married,4089,3,2,10,3,10,2,2,2
43,No,Travel_Rarely,Research & Development,6,4,Other,2,Male,50,2,4,Research Director,4,Divorced,16627,3,3,21,2,1,0,0,0
38,No,Travel_Rarely,Research & Development,1,1,Life Sciences,3,Female,43,3,1,Research Scientist,1,Single,2619,3,4,8,2,0,0,0,0
43,No,Travel_Frequently,Research & Development,9,5,Medical,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,3,2,10,3,8,7,4,7
48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,40,2,4,Manager,1,Married,15402,3,1,21,1,3,2,0,2
44,No,Travel_Rarely,Human Resources,1,4,Life Sciences,1,Female,50,2,2,Human Resources,3,Single,5985,3,2,10,4,2,2,0,2
34,No,Travel_Rarely,Sales,14,3,Technical Degree,3,Female,31,3,1,Sales Representative,3,Divorced,2579,3,4,8,3,8,2,0,6
27,Yes,Travel_Rarely,Sales,2,1,Marketing,3,Male,85,3,1,Sales Representative,1,Divorced,3041,3,2,5,3,4,3,0,2
21,No,Travel_Rarely,Sales,22,1,Technical Degree,3,Male,49,3,1,Sales Representative,3,Single,3447,3,3,3,3,3,2,1,2
44,No,Travel_Rarely,Research & Development,3,4,Other,4,Male,35,3,5,Manager,4,Married,19513,3,1,26,4,2,2,0,1
22,No,Travel_Rarely,Research & Development,6,1,Medical,1,Male,69,3,1,Research Scientist,3,Married,2773,4,4,3,3,2,2,2,2
33,No,Travel_Rarely,Sales,8,4,Marketing,3,Male,39,3,2,Sales Executive,3,Divorced,7104,3,4,6,3,5,0,1,2
32,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Female,92,3,2,Research Scientist,4,Married,6322,3,4,6,2,6,4,0,5
30,No,Travel_Frequently,Research & Development,3,3,Medical,3,Female,71,3,1,Research Scientist,3,Divorced,2083,4,3,1,3,1,0,0,0
53,No,Travel_Rarely,Sales,1,1,Medical,4,Female,34,3,2,Sales Executive,1,Single,8381,4,4,18,4,14,7,8,10
34,No,Travel_Rarely,Research & Development,1,5,Life Sciences,2,Male,42,3,1,Research Scientist,4,Married,2691,3,4,10,2,10,9,8,8
45,Yes,Travel_Frequently,Sales,26,4,Life Sciences,1,Female,100,3,2,Sales Executive,1,Married,4286,3,4,5,3,1,1,0,0
26,No,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Female,71,3,1,Laboratory Technician,4,Married,2659,3,3,3,3,3,2,0,2
37,No,Travel_Rarely,Research & Development,3,3,Other,3,Male,36,3,3,Manufacturing Director,3,Married,9434,3,3,10,3,10,7,7,8
29,No,Travel_Rarely,Sales,3,2,Medical,2,Female,62,3,2,Sales Executive,3,Married,5561,3,1,6,2,6,0,1,2
35,No,Travel_Rarely,Research & Development,6,4,Life Sciences,2,Male,82,1,2,Research Scientist,4,Single,6646,3,2,17,3,17,11,11,8
33,No,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,30,3,2,Healthcare Representative,4,Divorced,7725,4,3,15,1,13,11,4,7
54,No,Travel_Rarely,Human Resources,19,4,Medical,3,Male,88,3,3,Human Resources,2,Married,10725,3,3,16,4,9,7,7,1
36,No,Travel_Rarely,Research & Development,9,2,Medical,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,3,3,13,3,3,2,0,2
27,No,Travel_Rarely,Research & Development,3,4,Medical,1,Male,54,2,1,Research Scientist,4,Single,2045,3,4,5,3,4,2,1,1
20,Yes,Travel_Rarely,Research & Development,10,1,Medical,4,Male,32,3,1,Research Scientist,3,Single,1009,3,4,1,3,1,0,1,1
33,Yes,Travel_Frequently,Research & Development,3,3,Life Sciences,1,Male,70,3,1,Research Scientist,1,Single,3348,3,1,10,3,10,8,9,7
35,No,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,41,2,1,Laboratory Technician,3,Married,1281,3,3,1,3,1,0,0,0
23,No,Travel_Rarely,Research & Development,4,3,Medical,1,Male,58,4,1,Research Scientist,1,Married,2819,3,1,5,4,3,2,0,2
25,No,Travel_Rarely,Sales,8,3,Life Sciences,4,Male,57,4,2,Sales Executive,2,Married,4851,4,3,4,3,3,2,1,2
38,No,Travel_Rarely,Sales,7,4,Marketing,4,Female,46,2,2,Sales Executive,4,Single,4028,4,1,8,3,7,7,0,5
29,No,Travel_Frequently,Research & Development,1,4,Life Sciences,2,Male,76,1,1,Research Scientist,4,Divorced,2720,3,4,10,3,10,7,2,8
48,No,Travel_Rarely,Sales,2,1,Marketing,2,Male,56,4,2,Sales Executive,2,Married,8120,3,4,12,3,2,2,2,2
27,No,Travel_Frequently,Sales,3,1,Medical,4,Female,71,4,2,Sales Executive,4,Divorced,4647,4,2,6,3,6,5,0,4
37,No,Travel_Rarely,Research & Development,10,2,Life Sciences,4,Male,80,4,1,Research Scientist,4,Single,4680,3,1,4,3,1,0,0,0
50,No,Travel_Rarely,Research & Development,28,1,Medical,4,Male,74,4,1,Laboratory Technician,3,Married,3221,3,3,20,3,20,8,3,8
34,No,Travel_Rarely,Research & Development,9,3,Medical,4,Female,46,2,3,Healthcare Representative,2,Single,8621,3,2,9,4,8,7,7,7
24,Yes,Travel_Rarely,Sales,3,2,Life Sciences,1,Female,65,3,2,Sales Executive,3,Single,4577,3,1,4,3,2,2,2,0
39,No,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Female,80,2,2,Healthcare Representative,3,Single,4553,3,1,20,3,20,7,11,10
32,No,Travel_Rarely,Sales,10,3,Marketing,4,Male,55,3,2,Sales Executive,4,Single,5396,3,4,10,2,10,7,0,8
50,Yes,Travel_Frequently,Sales,8,2,Technical Degree,2,Male,50,3,2,Sales Executive,3,Married,6796,3,1,18,3,4,3,1,3
38,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,33,4,2,Healthcare Representative,4,Single,7625,3,3,10,2,9,7,1,8
27,No,Travel_Rarely,Research & Development,1,2,Life Sciences,3,Female,68,3,3,Manufacturing Director,1,Married,7412,3,4,9,3,9,7,0,7
32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,3,Female,39,3,3,Research Director,4,Single,11159,3,4,10,3,7,7,7,7
47,No,Travel_Rarely,Sales,14,4,Marketing,4,Male,42,3,2,Sales Executive,1,Single,4960,3,4,20,3,7,7,1,7
40,No,Travel_Frequently,Sales,5,4,Life Sciences,4,Male,48,2,3,Sales Executive,1,Married,10475,4,3,20,3,18,13,1,12
53,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,59,4,4,Research Director,3,Married,14814,3,3,32,3,5,1,1,3
41,No,Travel_Rarely,Human Resources,10,4,Human Resources,2,Male,73,2,5,Manager,4,Divorced,19141,3,2,23,2,21,6,12,6
60,No,Travel_Rarely,Sales,16,4,Marketing,1,Male,84,3,2,Sales Executive,1,Single,5405,3,4,10,3,2,2,2,2
27,No,Travel_Frequently,Research & Development,10,2,Life Sciences,4,Male,32,3,3,Manufacturing Director,1,Divorced,8793,4,3,9,2,9,7,1,7
41,No,Travel_Rarely,Human Resources,1,3,Human Resources,4,Male,59,2,5,Manager,3,Married,19189,3,2,22,3,22,7,2,10
50,No,Travel_Rarely,Sales,8,4,Marketing,4,Male,54,3,1,Sales Representative,2,Married,3875,3,4,4,3,2,2,2,2
28,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,67,1,1,Research Scientist,2,Single,2216,3,4,10,3,7,7,3,7
36,No,Non-Travel,Research & Development,8,3,Life Sciences,1,Female,63,4,3,Research Director,1,Married,11713,3,1,10,3,8,7,0,5
38,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,81,3,3,Manufacturing Director,3,Single,7861,3,4,10,4,1,0,0,0
44,No,Non-Travel,Research & Development,24,3,Medical,1,Male,49,1,1,Laboratory Technician,3,Single,3708,3,3,9,3,5,2,1,4
47,No,Travel_Frequently,Sales,3,3,Medical,4,Female,49,3,4,Sales Executive,3,Divorced,13770,3,4,28,2,22,2,11,13
30,No,Travel_Rarely,Sales,27,5,Marketing,3,Male,99,3,2,Sales Executive,4,Divorced,5304,4,4,10,2,8,7,7,7
29,No,Travel_Rarely,Sales,10,3,Life Sciences,3,Male,99,3,1,Sales Representative,3,Single,2642,3,3,1,3,1,0,0,0
42,Yes,Travel_Frequently,Research & Development,19,3,Medical,3,Male,57,4,1,Research Scientist,3,Divorced,2759,3,4,7,3,2,2,2,2
43,No,Travel_Frequently,Sales,15,3,Life Sciences,4,Male,47,2,2,Sales Executive,4,Married,6804,3,3,7,3,2,2,2,2
34,No,Travel_Rarely,Research & Development,8,2,Medical,2,Female,96,3,2,Healthcare Representative,3,Single,6142,3,4,10,3,5,1,4,3
23,No,Travel_Rarely,Research & Development,9,1,Medical,2,Male,37,3,1,Laboratory Technician,1,Married,2500,3,4,5,4,4,3,0,2
39,No,Travel_Rarely,Human Resources,3,3,Human Resources,3,Female,44,4,2,Human Resources,2,Married,6389,3,3,12,1,8,3,3,6
56,No,Travel_Rarely,Research & Development,9,3,Medical,3,Male,81,3,4,Healthcare Representative,4,Married,11103,3,3,30,2,10,7,1,1
40,No,Travel_Rarely,Research & Development,2,1,Medical,4,Female,86,2,1,Research Scientist,4,Single,2342,4,4,5,2,4,2,2,3
27,No,Travel_Rarely,Research & Development,7,3,Medical,4,Female,55,2,2,Healthcare Representative,1,Single,6811,3,1,9,1,7,6,0,7
29,No,Travel_Rarely,Sales,10,3,Marketing,4,Male,83,3,1,Sales Representative,2,Divorced,2297,3,4,2,3,2,2,2,2
53,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,86,3,2,Laboratory Technician,4,Single,2450,3,4,19,3,2,2,2,2
35,No,Non-Travel,Research & Development,2,4,Life Sciences,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093,3,1,16,4,1,0,0,0
32,No,Travel_Frequently,Research & Development,24,4,Life Sciences,1,Male,80,3,2,Laboratory Technician,4,Married,5309,3,4,10,3,10,8,4,7
38,No,Travel_Rarely,Research & Development,2,5,Medical,4,Male,92,3,1,Research Scientist,3,Married,3057,3,2,6,1,1,0,0,1
34,No,Travel_Rarely,Research & Development,8,5,Life Sciences,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,3,3,7,3,0,0,0,0
52,No,Travel_Rarely,Sales,3,4,Marketing,3,Male,31,2,4,Manager,1,Married,16856,3,1,34,4,34,6,1,16
33,Yes,Travel_Rarely,Research & Development,1,4,Other,4,Male,63,3,1,Research Scientist,4,Single,2686,3,3,10,2,10,9,7,8
25,No,Travel_Rarely,Sales,26,1,Medical,3,Female,32,3,2,Sales Executive,4,Single,6180,4,2,6,2,6,5,1,4
45,No,Travel_Rarely,Sales,2,2,Technical Degree,2,Male,46,1,2,Sales Representative,3,Single,6632,3,1,9,3,8,7,3,1
23,No,Travel_Rarely,Research & Development,10,1,Medical,1,Male,79,4,1,Research Scientist,3,Single,3505,3,4,2,3,2,2,0,2
47,Yes,Travel_Frequently,Sales,27,2,Life Sciences,2,Female,77,4,2,Sales Executive,3,Single,6397,3,4,8,3,5,4,1,3
34,No,Travel_Rarely,Sales,2,3,Other,4,Male,60,3,2,Sales Executive,4,Single,6274,4,3,6,3,6,5,1,4
55,Yes,Travel_Rarely,Research & Development,2,3,Medical,4,Male,78,3,5,Manager,1,Married,19859,3,4,24,3,5,2,1,4
36,No,Non-Travel,Sales,8,4,Life Sciences,1,Male,76,2,3,Sales Executive,1,Single,7587,3,2,10,3,10,7,0,9
52,No,Non-Travel,Research & Development,19,4,Medical,4,Male,41,3,1,Research Scientist,4,Married,4258,3,1,5,3,4,3,1,2
26,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,3,1,5,3,2,2,2,0
29,No,Travel_Rarely,Research & Development,27,3,Medical,2,Female,66,3,2,Healthcare Representative,3,Married,4335,3,1,11,2,8,7,1,1
26,Yes,Travel_Rarely,Sales,8,3,Technical Degree,4,Male,38,2,2,Sales Executive,1,Single,5326,3,3,6,2,4,3,1,2
34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,72,4,1,Research Scientist,4,Single,3280,3,3,10,3,4,2,1,3
54,No,Travel_Rarely,Research & Development,19,4,Medical,4,Female,95,3,2,Manufacturing Director,1,Divorced,5485,3,2,9,3,5,3,1,4
27,No,Travel_Frequently,Sales,8,1,Marketing,3,Male,84,3,2,Sales Executive,4,Married,4342,3,2,5,3,4,2,1,1
37,No,Travel_Rarely,Research & Development,10,1,Life Sciences,4,Female,82,3,1,Research Scientist,1,Divorced,2782,3,2,6,2,5,3,4,3
38,No,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,75,4,2,Manufacturing Director,1,Single,5980,3,4,17,3,15,7,4,12
34,No,Travel_Rarely,Research & Development,2,4,Medical,3,Female,86,2,1,Research Scientist,1,Single,4381,3,3,6,3,6,5,1,3
35,No,Travel_Rarely,Sales,8,4,Life Sciences,1,Female,72,3,1,Sales Representative,4,Married,2572,3,2,3,2,3,2,0,2
